t,Produto,Investimento,Salario,Consumo,Arrecadacao,CapitalHumano,GastoEduc,Emprego
170,-0.33430273446786174,-0.33436892090681347,-0.3006872745782263,-0.2905378101373812,-0.33430273446785064,-0.30076441102706575,-1.000000000000012,-0.033716842143372006
171,-0.3343162930592447,-0.33437983196350496,-0.3007020232108637,-0.29055291807735806,-0.3343162930592336,-0.3007760742044674,-1.000000000000012,-0.03371565350059891
172,-0.3343293093009292,-0.3343903065429865,-0.3007161818973203,-0.29056742170043837,-0.3343293093009181,-0.3007872708547743,-1.000000000000012,-0.03371451239804202
173,-0.3343418048846081,-0.3344003620915581,-0.30072977423514224,-0.29058134517951917,-0.3343418048846081,-0.30079801963907027,-1.000000000000012,-0.033713416932101836
174,-0.3343538006335578,-0.33441001535251536,-0.300742822877742,-0.2905947117207375,-0.3343538006335578,-0.30080833847199173,-1.000000000000012,-0.033712365274807254
175,-0.3343653165368887,-0.3344192823935277,-0.30075534957240135,-0.29060754360207275,-0.3343653165368887,-0.3008182445515928,-1.000000000000012,-0.03371135567009631
176,-0.3343763717826631,-0.3344281786298864,-0.3007673751961426,-0.29061986221052827,-0.334376371782652,-0.3008277543880111,-1.000000000000012,-0.03371038643096291
177,-0.3343869847892811,-0.33443671884887394,-0.300778919790623,-0.2906316880779247,-0.3343869847892811,-0.3008368838309683,-1.000000000000012,-0.03370945593608177
178,-0.3343971732354567,-0.3344449172286268,-0.3007900025954302,-0.2906430409151173,-0.3343971732354567,-0.30084564809621517,-1.000000000000012,-0.03370856262642219
179,-0.33440695408872845,-0.33445278735712014,-0.30080064208005686,-0.2906539396449248,-0.33440695408871735,-0.30085406179084506,-1.000000000000012,-0.03370770500176201
180,-0.33441634363245987,-0.3344603422484327,-0.300810855974154,-0.29066440243391556,-0.33441634363245987,-0.3008621389376964,-1.000000000000012,-0.03370688161742352
181,-0.33442535749111935,-0.3344675943519837,-0.30082066129740737,-0.2906744467228495,-0.33442535749111935,-0.3008698929986675,-1.000000000000012,-0.03370609107979927
182,-0.33443401065388345,-0.3344745555597828,-0.30083007438693743,-0.2906840892558993,-0.33443401065387235,-0.3008773368971984,-1.000000000000012,-0.033705332042421876
183,-0.3344423174962752,-0.33448123720782874,-0.3008391109244446,-0.2906933461091499,-0.3344423174962641,-0.3008844830397872,-1.000000000000012,-0.033704603200446215
184,-0.3344502917994041,-0.33448765006793835,-0.30084778596149997,-0.29070223271771,-0.334450291799393,-0.30089134333667333,-1.000000000000012,-0.03370390328473194
185,-0.33445794676659757,-0.3344938043282508,-0.3008561139436816,-0.290710763902291,-0.33445794676659757,-0.30089792922168845,-1.000000000000012,-0.03370323105414963
186,-0.3344652950367566,-0.3344997095616087,-0.30086410873350067,-0.290718953894753,-0.3344652950367566,-0.30090425167130785,-1.000000000000012,-0.033702585286099485
187,-0.3344723486935264,-0.3345053746725002,-0.3008717836315289,-0.2907268163632182,-0.3344723486935153,-0.3009103212229358,-1.000000000000012,-0.03370196476452092
188,-0.3344791192689045,-0.33451080781957687,-0.30087915139641597,-0.2907343644366511,-0.3344791192689045,-0.30091614799250266,-1.000000000000012,-0.03370136826333914
189,-0.33448561774036545,-0.3345160162980143,-0.30088622426278633,-0.290741610729206,-0.33448561774036545,-0.3009217416912846,-1.000000000000012,-0.033700794525781674
190,-0.3344918545182818,-0.3345210063796178,-0.3008930139570598,-0.2907485673646182,-0.3344918545182707,-0.30092711164211305,-1.000000000000012,-0.03370024223581236
191,-0.33449783942156586,-0.3345257830807524,-0.30089953171081874,-0.2907552460011398,-0.33449783942156586,-0.3009322667949066,-1.000000000000012,-0.03369970998027272
192,-0.3345035816363029,-0.33453034984149976,-0.30090578827133285,-0.290761657857308,-0.3345035816363029,-0.3009372157415924,-1.000000000000012,-0.033699196196945724
193,-0.33450908965233506,-0.3345347080800254,-0.30091179390762113,-0.29076781373932326,-0.33450908965233506,-0.30094196673040585,-1.000000000000012,-0.03369869910473389
194,-0.33451437116975846,-0.334538856576172,-0.30091755841195056,-0.2907737240711361,-0.33451437116974736,-0.30094652767966856,-1.000000000000012,-0.03369821660845762
195,-0.3345194329636203,-0.33454279062361536,-0.30092309109426285,-0.290779398928076,-0.3345194329636203,-0.30095090619096654,-1.000000000000012,-0.03369774616875931
196,-0.3345242806931825,-0.33454650085992244,-0.3009284007682522,-0.29078484807624205,-0.3345242806931936,-0.3009551095618068,-1.000000000000012,-0.03369728462466748
197,-0.33452891863370304,-0.33454997166314504,-0.30093349572510864,-0.2907900810193542,-0.33452891863369194,-0.3009591447978188,-1.000000000000012,-0.03369682795092421
198,-0.33453334930402256,-0.3345531789476386,-0.3009383836917956,-0.2907951070568293,-0.33453334930401146,-0.30096301862438946,-1.000000000000012,-0.033696370926261654
199,-0.3345375729501776,-0.3345560871410025,-0.3009430717674455,-0.2907999353569446,-0.3345375729501665,-0.3009667374978986,-1.000000000000012,-0.03369590667935407
200,-0.334541586833359,-0.33455864504214894,-0.3009475663306671,-0.2908045750511623,-0.3345415868333479,-0.30097030761646604,-1.000000000000012,-0.033695426067414935
201,-0.33454538424879665,-0.3345607801349959,-0.3009518729069516,-0.2908090353576198,-0.33454538424879665,-0.3009737349302877,-1.000000000000012,-0.033694916825122156
202,-0.33454895317730493,-0.3345623908059925,-0.30095599598152223,-0.29081332574468766,-0.33454895317729383,-0.3009770251515609,-1.000000000000012,-0.033694362399738775
203,-0.33455227443323077,-0.33456333567163377,-0.3009599387381767,-0.29081745615004984,-0.33455227443323077,-0.30098018376397695,-1.000000000000012,-0.033693740355400514
204,-0.33455531912301995,-0.3345634189582336,-0.30096370269605544,-0.29082143727545695,-0.33455531912300884,-0.3009832160319026,-1.000000000000012,-0.03369302018806364
205,-0.33455804515933885,-0.33456237047206905,-0.3009672872081204,-0.29082528098579585,-0.33455804515933885,-0.3009861270091063,-1.000000000000012,-0.03369216033218825
206,-0.33456039248208613,-0.33455981815611047,-0.30097068876877575,-0.2908290008509118,-0.33456039248208613,-0.30098892154721835,-1.000000000000012,-0.03369110406127307
207,-0.3345622765079881,-0.33455525049700396,-0.30097390006176283,-0.29083261288362916,-0.3345622765079881,-0.300991604303813,-1.000000000000012,-0.03368977387256944
208,-0.33456357915345736,-0.33454796502512263,-0.3009769086512293,-0.2908361365461465,-0.33456357915345736,-0.300994179750147,-1.000000000000012,-0.03368806379524525
209,-0.33456413653439876,-0.3345369977638457,-0.3009796951850108,-0.29083959612464794,-0.33456413653439876,-0.30099665217862004,-1.000000000000012,-0.03368582885439064
210,-0.33456372211294605,-0.33452102658729777,-0.30098223092951404,-0.290843022608267,-0.33456372211294605,-0.3009990257099582,-1.000000000000012,-0.03368287063891806
211,-0.3345620236083424,-0.33449823883262564,-0.30098447438919873,-0.29084645625916394,-0.3345620236083424,-0.30100130430004146,-1.000000000000012,-0.03367891753206509
212,-0.3345586113654653,-0.3344661499494195,-0.300986366672118,-0.29084995012951254,-0.3345586113654653,-0.30100349174652097,-1.000000000000012,-0.03367359763137845
213,-0.33455289502204444,-0.33442135507982806,-0.3009878251386433,-0.29085357487539376,-0.33455289502203334,-0.30100559169514707,-1.000000000000012,-0.033666401653553724
214,-0.3345440641475794,-0.3343591887613573,-0.3009887346972717,-0.2908574253481011,-0.3345440641475794,-0.30100760764582013,-1.000000000000012,-0.03365663212148151
215,-0.3345310069255536,-0.33427325878035985,-0.30098893587892084,-0.29086162961932116,-0.3345310069255536,-0.3010095429584636,-1.000000000000012,-0.03364333375892592
216,-0.334512198760073,-0.3341548076282952,-0.30098820849739916,-0.29086636134126875,-0.3345121987600619,-0.30101140085860845,-1.000000000000012,-0.03362519814417153
217,-0.33448554968367183,-0.3339918378070794,-0.3009862492644344,-0.29087185667501236,-0.33448554968367183,-0.3010131844427444,-1.000000000000012,-0.033600433102587424
218,-0.3344481953303502,-0.3337679136508287,-0.30098264112321527,-0.2908784374760609,-0.3344481953303502,-0.3010148966835158,-1.000000000000012,-0.03356658379758404
219,-0.3343962106031051,-0.33346052002942717,-0.3009768112383626,-0.2908865430522267,-0.334396210603094,-0.3010165404346621,-1.000000000000012,-0.03352028765766235
