t,Produto,Investimento,Salario,Consumo,Arrecadacao,CapitalHumano,GastoEduc,Emprego
166,-0.00026496926216479366,-0.00021326110851704883,-0.0002882184106711705,-0.00029523799055519717,-0.00026496926215369143,-0.000227921097739614,-2.5366264644333114e-08,2.3249215508336363e-05
167,-0.00025437103130521166,-0.0002047306825847528,-0.0002766904175444118,-0.00028342927573810073,-0.00025437103130521166,-0.00021880455822742562,-2.282964928213005e-08,2.2319447978702556e-05
168,-0.0002441966772015469,-0.0001965414799465215,-0.0002656234700304516,-0.0002720928288235669,-0.0002441966771904447,-0.00021005264985163308,-2.0546675472132847e-08,2.1426849738936937e-05
169,-0.0002344292505229717,-0.00018867985455139902,-0.00025499913377524663,-0.000261209767193904,-0.0002344292505229717,-0.00020165079042122613,-1.8492007924919562e-08,2.0569935710312848e-05
170,-0.00022505247962989472,-0.0001811327064671353,-0.00024479971112434384,-0.00025076196255024996,-0.0002250524796187925,-0.00019358498071220254,-1.66428204551039e-08,1.9747279811355156e-05
171,-0.00021605074339570152,-0.00017388746101909547,-0.0002350082116686636,-0.00024073201109198195,-0.00021605074339570152,-0.00018584178119729344,-1.4978529527809314e-08,1.8957512826212053e-05
172,-0.0002074090454606825,-0.00016693204885065427,-0.00022560832404483477,-0.0002311032043955663,-0.00020740904544958028,-0.00017840828969717393,-1.3480672134136285e-08,1.819931965130195e-05
173,-0.00019911298929642385,-0.00016025488464022075,-0.00021658438885685527,-0.00022185950181441427,-0.00019911298929642385,-0.000171272119875443,-1.2132617133175927e-08,1.747143740793433e-05
174,-0.00019114875446923918,-0.0001538448504589951,-0.00020792137273017985,-0.00021298550372250702,-0.00019114875445813695,-0.00016442138067729317,-1.0919343207405063e-08,1.677265313304588e-05
175,-0.00018350307374737085,-0.00014769127739677756,-0.00019960484323178207,-0.00020446642587934605,-0.00018350307373626862,-0.00015784465648982504,-9.827427760455976e-09,1.6101801625367784e-05
176,-0.000176163211407232,-0.00014178392884200974,-0.0001916209450336659,-0.00019628807490512656,-0.000176163211407232,-0.00015153098815723354,-8.844669441288033e-09,1.5457763247184175e-05
177,-0.00016911694223908924,-0.00013611298576021724,-0.00018395637683132904,-0.00018843682463298705,-0.00016911694223908924,-0.00014546985477315033,-7.96018806425991e-09,1.4839461881521743e-05
178,-0.0001623525319072172,-0.00013066903394864937,-0.00017659836938355156,-0.0001808995933161306,-0.0001623525319072172,-0.00013965115610581336,-7.164191462294411e-09,1.4245862622885852e-05
179,-0.00015585871773193816,-0.00012544304950345975,-0.00016953466428493158,-0.00017366382191186247,-0.00015585871773193816,-0.00013406519583369914,-6.447753442273552e-09,1.3675969734450177e-05
180,-0.00014962469107038245,-0.00012042639214726591,-0.00016275349375982628,-0.00016671745308727282,-0.00014962469107038245,-0.0001287026653695733,-5.802980318492246e-09,1.3128824027930364e-05
181,-0.0001436400804966098,-0.00011561079439337263,-0.00015624356126675565,-0.00016004891094656415,-0.0001436400804966098,-0.00012355462838398168,-5.222677845750923e-09,1.2603500465502293e-05
182,-0.00013789493615856685,-0.00011098835996925516,-0.0001499940228688601,-0.00015364708162435292,-0.00013789493615856685,-0.00011861250591715944,-4.700417832737003e-09,1.2099104851337472e-05
183,-0.0001323797153895967,-0.00010655156122973963,-0.00014399446963686557,-0.00014750129461171824,-0.0001323797153895967,-0.00011386806209046085,-4.23038271080145e-09,1.1614770945023167e-05
184,-0.00012708527001858982,-0.00010229324639565718,-0.00013823491064046678,-0.0001416013045707487,-0.0001270852700074876,-0.00010931339037290044,-3.807354431728527e-09,1.1149656020670307e-05
185,-0.00012200283527885603,-9.820664971238457e-05,-0.0001327057570943424,-0.00013593727392624544,-0.00012200283527885603,-0.00010494090045831683,-3.4266145476635756e-09,1.0702936004136632e-05
186,-0.00011712402100405583,-9.428541516420808e-05,-0.0001273978071592019,-0.00013049975570167405,-0.0001171240209929536,-0.00010074330556442135,-3.083933108882775e-09,1.02737992335733e-05
187,-0.00011244080565520065,-9.052362982542306e-05,-0.0001223022317642375,-0.000125279677043455,-0.00011244080565520065,-9.671361035357151e-05,-2.775535357102399e-09,9.861438154956659e-06
188,-0.00010794553380044647,-8.691587793929756e-05,-0.00011741056147318574,-0.00012026832284517397,-0.00010794553380044647,-9.284509924212259e-05,-2.4979796009461097e-09,9.465038774969514e-06
189,-0.00010363091805798419,-8.34573146701878e-05,-0.00011271467482698583,-0.00011545731959383687,-0.00010363091805798419,-8.913132525378842e-05,-2.248201624865942e-09,9.083767005257926e-06
190,-9.949004758924573e-05,-8.01437771480451e-05,-0.00010820678737477607,-0.00011083861926053373,-9.949004758924573e-05,-8.55660992171714e-05,-2.023392564609594e-09,8.716749189119355e-06
191,-9.551640421934238e-05,-7.697193499245358e-05,-0.00010387944316958553,-0.00010640448274701342,-9.551640420824015e-05,-8.214347952950618e-05,-1.821043316141413e-09,8.363047632187204e-06
192,-9.170388989288014e-05,-7.393950642864411e-05,-9.972550784054235e-05,-0.0001021474626994312,-9.170388988177791e-05,-7.885776220906138e-05,-1.6389334334121486e-09,8.021625941267985e-06
193,-8.80468688846392e-05,-7.104555124204381e-05,-9.573816431851512e-05,-9.806038538950901e-05,-8.804686887353697e-05,-7.570347139163047e-05,-1.4750534127472292e-09,7.691302794654575e-06
194,-8.454022997206323e-05,-6.82908825822004e-05,-9.191091205895674e-05,-9.413633083044104e-05,-8.454022997206323e-05,-7.267535024890748e-05,-1.3275380794652847e-09,7.370688837049499e-06
195,-8.117947613017762e-05,-6.567862963491322e-05,-8.823757059461812e-05,-9.03686102837753e-05,-8.117947611907539e-05,-6.976835217331612e-05,-1.194799814641101e-09,7.058100681689439e-06
196,-7.796085144118337e-05,-6.321501372363869e-05,-8.47122891278751e-05,-8.675074039121711e-05,-7.796085143008114e-05,-6.697763242913268e-05,-1.0752954082704491e-09,6.751443382135847e-06
197,-7.488151914092356e-05,-6.091041488964777e-05,-8.132956347273179e-05,-8.327641164429522e-05,-7.488151914092356e-05,-6.429854004785795e-05,-9.677703083355027e-10,6.44804958316314e-06
198,-7.193980910980002e-05,-5.8780834766292145e-05,-7.808426426558768e-05,-7.993945022599647e-05,-7.19398090986978e-05,-6.172661005665603e-05,-8.710032695091741e-10,6.14445996305335e-06
199,-6.913556074295002e-05,-5.6849905227807085e-05,-7.49716789316679e-05,-7.673376918315711e-05,-6.913556073184779e-05,-5.925755611757566e-05,-7.838951709970843e-10,5.836122562996593e-06
200,-6.647059592745919e-05,-5.5151639499761984e-05,-7.19875734023212e-05,-7.365330595421327e-05,-6.647059592745919e-05,-5.688726328889615e-05,-7.055134254585482e-10,5.516981427255985e-06
201,-6.394937076548146e-05,-5.3734206451050426e-05,-6.912828008909244e-05,-7.069194021269709e-05,-6.394937076548146e-05,-5.461178123056243e-05,-6.349587522436195e-10,5.17891289852912e-06
202,-6.157987103572182e-05,-5.266510445522954e-05,-6.639082217319014e-05,-6.784338529852718e-05,-6.157987102461959e-05,-5.242731760946029e-05,-5.714650974653068e-10,4.8109543460128634e-06
203,-5.937484223172973e-05,-5.203824434696358e-05,-6.377308735538989e-05,-6.51010427565879e-05,-5.937484223172973e-05,-5.033023177114515e-05,-5.142997139273575e-10,4.3982479214221826e-06
204,-5.735347773372368e-05,-5.198366193059911e-05,-6.127406863010165e-05,-6.24578066266146e-05,-5.735347773372368e-05,-4.831702867802434e-05,-4.6287418342672026e-10,3.920593294459707e-06
205,-5.554373325722395e-05,-5.268081937348512e-05,-5.889419774085525e-05,-5.990579834413978e-05,-5.554373324612172e-05,-4.6384353091788455e-05,-4.1660008776034374e-10,3.350466459828283e-06
206,-5.3985501136111225e-05,-5.437683078257649e-05,-5.663580477932584e-05,-5.7436006895006386e-05,-5.3985501136111225e-05,-4.452898397788729e-05,-3.749334176461616e-10,2.650305130913466e-06
207,-5.273496009872147e-05,-5.741142548032485e-05,-5.450375067939106e-05,-5.503779890725369e-05,-5.273496009872147e-05,-4.274782912094821e-05,-3.3745228833481633e-10,1.7687915354613892e-06
208,-5.187053668809227e-05,-6.22511496128908e-05,-5.2506296244203554e-05,-5.269825014142526e-05,-5.187053668809227e-05,-4.1037920006647965e-05,-3.0370150838621157e-10,6.35759889178189e-07
209,-5.15010734725152e-05,-6.953621582983516e-05,-5.065629540279559e-05,-5.040123285393605e-05,-5.150107346141297e-05,-3.93964068590158e-05,-2.733258064324673e-10,-8.44778502706589e-07
210,-5.177702023795305e-05,-8.014467582917462e-05,-4.897283225613336e-05,-4.812616802851721e-05,-5.177702022685082e-05,-3.782055386647443e-05,-2.460032177964422e-10,-2.804189358496245e-06
211,-5.290576581273854e-05,-9.528033041439343e-05,-4.748346565941475e-05,-4.584631885240498e-05,-5.2905765801636306e-05,-3.630773466323234e-05,-2.2138957334050247e-10,-5.4223027401434365e-06
212,-5.517264181076342e-05,-0.0001165931484026217,-4.622730682690701e-05,-4.352645547323064e-05,-5.517264179966119e-05,-3.485542794390284e-05,-1.9925172622947684e-10,-8.945339124988294e-06
213,-5.8969695482247175e-05,-0.00014634421828807476,-4.5259236536310254e-05,-4.11196586003193e-05,-5.8969695471144945e-05,-3.34612132224521e-05,-1.7933432516770154e-10,-1.3710465163185859e-05
214,-6.483510471833043e-05,-0.00018763169646884847,-4.465568463896119e-05,-3.8562943194264676e-05,-6.483510471833043e-05,-3.212276684649851e-05,-1.6140422332000526e-10,-2.0179429083277967e-05
215,-7.35071705060264e-05,-0.0002447003168759565,-4.4522548658942895e-05,-3.577126606035819e-05,-7.350717049492417e-05,-3.083785811153206e-05,-1.4526158054195548e-10,-2.898463475897728e-05
216,-8.599827747701738e-05,-0.00032336535695787205,-4.5006042403983315e-05,-3.262931950187564e-05,-8.599827746591515e-05,-2.9604345530565013e-05,-1.3072876114961218e-10,-4.0992253524940736e-05
217,-0.0001036962066436331,-0.000431593381200468,-4.630755890966398e-05,-2.898029216602538e-05,-0.00010369620663253087,-2.8420173281418215e-05,-1.176614361497741e-10,-5.738867432381056e-05
218,-0.00012850291493116117,-0.0005802977519175911,-4.8704030941593146e-05,-2.4610475779507368e-05,-0.00012850291493116117,-2.728336776502971e-05,-1.0588196985850118e-10,-7.979892286957835e-05
219,-0.00016302463712314363,-0.000784428313294061,-5.257582281759099e-05,-1.9228181058483784e-05,-0.00016302463712314363,-2.619203433029682e-05,-9.530154443382344e-11,-0.0001104488723924213
